accuracy,control_task_accuracy,selectivity,chance,n_train,n_test,seed,probe,layer,model,set,condition
0.0,0.013888888888888888,-0.013888888888888888,0.08333333333333333,216,72,14,logistic,5,M_npo_s1,control,M_npo_s1:control
0.0,0.06944444444444445,-0.06944444444444445,0.08333333333333333,216,72,15,logistic,5,M_npo_s1,control,M_npo_s1:control
0.027777777777777776,0.0,0.027777777777777776,0.08333333333333333,216,72,16,logistic,5,M_npo_s1,control,M_npo_s1:control
0.0,0.19444444444444445,-0.19444444444444445,0.08333333333333333,216,72,17,logistic,5,M_npo_s1,control,M_npo_s1:control
0.013888888888888888,0.013888888888888888,0.0,0.08333333333333333,216,72,18,logistic,5,M_npo_s1,control,M_npo_s1:control
0.0,0.013888888888888888,-0.013888888888888888,0.08333333333333333,216,72,19,logistic,5,M_npo_s1,control,M_npo_s1:control
0.0,0.16666666666666666,-0.16666666666666666,0.08333333333333333,216,72,0,logistic,6,M_npo_s1,control,M_npo_s1:control
0.041666666666666664,0.16666666666666666,-0.125,0.08333333333333333,216,72,1,logistic,6,M_npo_s1,control,M_npo_s1:control
0.013888888888888888,0.16666666666666666,-0.15277777777777776,0.08333333333333333,216,72,2,logistic,6,M_npo_s1,control,M_npo_s1:control
0.0,0.2222222222222222,-0.2222222222222222,0.08333333333333333,216,72,3,logistic,6,M_npo_s1,control,M_npo_s1:control
0.06944444444444445,0.16666666666666666,-0.09722222222222221,0.08333333333333333,216,72,4,logistic,6,M_npo_s1,control,M_npo_s1:control
0.09722222222222222,0.09722222222222222,0.0,0.08333333333333333,216,72,5,logistic,6,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.05555555555555555,0.027777777777777776,0.08333333333333333,216,72,6,logistic,6,M_npo_s1,control,M_npo_s1:control
0.05555555555555555,0.08333333333333333,-0.027777777777777776,0.08333333333333333,216,72,7,logistic,6,M_npo_s1,control,M_npo_s1:control
0.05555555555555555,0.05555555555555555,0.0,0.08333333333333333,216,72,8,logistic,6,M_npo_s1,control,M_npo_s1:control
0.1111111111111111,0.013888888888888888,0.09722222222222221,0.08333333333333333,216,72,9,logistic,6,M_npo_s1,control,M_npo_s1:control
0.05555555555555555,0.08333333333333333,-0.027777777777777776,0.08333333333333333,216,72,10,logistic,6,M_npo_s1,control,M_npo_s1:control
0.06944444444444445,0.08333333333333333,-0.013888888888888881,0.08333333333333333,216,72,11,logistic,6,M_npo_s1,control,M_npo_s1:control
0.0,0.16666666666666666,-0.16666666666666666,0.08333333333333333,216,72,12,logistic,6,M_npo_s1,control,M_npo_s1:control
0.041666666666666664,0.0,0.041666666666666664,0.08333333333333333,216,72,13,logistic,6,M_npo_s1,control,M_npo_s1:control
0.05555555555555555,0.06944444444444445,-0.013888888888888895,0.08333333333333333,216,72,14,logistic,6,M_npo_s1,control,M_npo_s1:control
0.0,0.1527777777777778,-0.1527777777777778,0.08333333333333333,216,72,15,logistic,6,M_npo_s1,control,M_npo_s1:control
0.027777777777777776,0.06944444444444445,-0.04166666666666667,0.08333333333333333,216,72,16,logistic,6,M_npo_s1,control,M_npo_s1:control
0.09722222222222222,0.25,-0.1527777777777778,0.08333333333333333,216,72,17,logistic,6,M_npo_s1,control,M_npo_s1:control
0.027777777777777776,0.08333333333333333,-0.05555555555555555,0.08333333333333333,216,72,18,logistic,6,M_npo_s1,control,M_npo_s1:control
0.05555555555555555,0.06944444444444445,-0.013888888888888895,0.08333333333333333,216,72,19,logistic,6,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.013888888888888888,0.06944444444444445,0.08333333333333333,216,72,0,logistic,7,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.19444444444444445,-0.11111111111111112,0.08333333333333333,216,72,1,logistic,7,M_npo_s1,control,M_npo_s1:control
0.027777777777777776,0.125,-0.09722222222222222,0.08333333333333333,216,72,2,logistic,7,M_npo_s1,control,M_npo_s1:control
0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,216,72,3,logistic,7,M_npo_s1,control,M_npo_s1:control
0.2361111111111111,0.09722222222222222,0.1388888888888889,0.08333333333333333,216,72,4,logistic,7,M_npo_s1,control,M_npo_s1:control
0.1527777777777778,0.125,0.02777777777777779,0.08333333333333333,216,72,5,logistic,7,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.013888888888888888,0.06944444444444445,0.08333333333333333,216,72,6,logistic,7,M_npo_s1,control,M_npo_s1:control
0.1388888888888889,0.125,0.013888888888888895,0.08333333333333333,216,72,7,logistic,7,M_npo_s1,control,M_npo_s1:control
0.05555555555555555,0.0,0.05555555555555555,0.08333333333333333,216,72,8,logistic,7,M_npo_s1,control,M_npo_s1:control
0.041666666666666664,0.0,0.041666666666666664,0.08333333333333333,216,72,9,logistic,7,M_npo_s1,control,M_npo_s1:control
0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,216,72,10,logistic,7,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,216,72,11,logistic,7,M_npo_s1,control,M_npo_s1:control
0.125,0.0,0.125,0.08333333333333333,216,72,12,logistic,7,M_npo_s1,control,M_npo_s1:control
0.041666666666666664,0.08333333333333333,-0.041666666666666664,0.08333333333333333,216,72,13,logistic,7,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.027777777777777776,0.05555555555555555,0.08333333333333333,216,72,14,logistic,7,M_npo_s1,control,M_npo_s1:control
0.0,0.125,-0.125,0.08333333333333333,216,72,15,logistic,7,M_npo_s1,control,M_npo_s1:control
0.013888888888888888,0.08333333333333333,-0.06944444444444445,0.08333333333333333,216,72,16,logistic,7,M_npo_s1,control,M_npo_s1:control
0.05555555555555555,0.1527777777777778,-0.09722222222222224,0.08333333333333333,216,72,17,logistic,7,M_npo_s1,control,M_npo_s1:control
0.013888888888888888,0.027777777777777776,-0.013888888888888888,0.08333333333333333,216,72,18,logistic,7,M_npo_s1,control,M_npo_s1:control
0.125,0.05555555555555555,0.06944444444444445,0.08333333333333333,216,72,19,logistic,7,M_npo_s1,control,M_npo_s1:control
0.041666666666666664,0.05555555555555555,-0.013888888888888888,0.08333333333333333,216,72,0,logistic,8,M_npo_s1,control,M_npo_s1:control
0.027777777777777776,0.08333333333333333,-0.05555555555555555,0.08333333333333333,216,72,1,logistic,8,M_npo_s1,control,M_npo_s1:control
0.06944444444444445,0.09722222222222222,-0.027777777777777776,0.08333333333333333,216,72,2,logistic,8,M_npo_s1,control,M_npo_s1:control
0.041666666666666664,0.16666666666666666,-0.125,0.08333333333333333,216,72,3,logistic,8,M_npo_s1,control,M_npo_s1:control
0.06944444444444445,0.0,0.06944444444444445,0.08333333333333333,216,72,4,logistic,8,M_npo_s1,control,M_npo_s1:control
0.09722222222222222,0.08333333333333333,0.013888888888888895,0.08333333333333333,216,72,5,logistic,8,M_npo_s1,control,M_npo_s1:control
0.0,0.20833333333333334,-0.20833333333333334,0.08333333333333333,216,72,6,logistic,8,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,216,72,7,logistic,8,M_npo_s1,control,M_npo_s1:control
0.09722222222222222,0.16666666666666666,-0.06944444444444443,0.08333333333333333,216,72,8,logistic,8,M_npo_s1,control,M_npo_s1:control
0.125,0.0,0.125,0.08333333333333333,216,72,9,logistic,8,M_npo_s1,control,M_npo_s1:control
0.1111111111111111,0.0,0.1111111111111111,0.08333333333333333,216,72,10,logistic,8,M_npo_s1,control,M_npo_s1:control
0.027777777777777776,0.0,0.027777777777777776,0.08333333333333333,216,72,11,logistic,8,M_npo_s1,control,M_npo_s1:control
0.06944444444444445,0.06944444444444445,0.0,0.08333333333333333,216,72,12,logistic,8,M_npo_s1,control,M_npo_s1:control
0.1527777777777778,0.013888888888888888,0.1388888888888889,0.08333333333333333,216,72,13,logistic,8,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,216,72,14,logistic,8,M_npo_s1,control,M_npo_s1:control
0.09722222222222222,0.08333333333333333,0.013888888888888895,0.08333333333333333,216,72,15,logistic,8,M_npo_s1,control,M_npo_s1:control
0.20833333333333334,0.09722222222222222,0.11111111111111112,0.08333333333333333,216,72,16,logistic,8,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,216,72,17,logistic,8,M_npo_s1,control,M_npo_s1:control
0.1111111111111111,0.08333333333333333,0.027777777777777776,0.08333333333333333,216,72,18,logistic,8,M_npo_s1,control,M_npo_s1:control
0.041666666666666664,0.0,0.041666666666666664,0.08333333333333333,216,72,19,logistic,8,M_npo_s1,control,M_npo_s1:control
0.05555555555555555,0.1527777777777778,-0.09722222222222224,0.08333333333333333,216,72,0,logistic,9,M_npo_s1,control,M_npo_s1:control
0.027777777777777776,0.125,-0.09722222222222222,0.08333333333333333,216,72,1,logistic,9,M_npo_s1,control,M_npo_s1:control
0.05555555555555555,0.16666666666666666,-0.1111111111111111,0.08333333333333333,216,72,2,logistic,9,M_npo_s1,control,M_npo_s1:control
0.1388888888888889,0.1388888888888889,0.0,0.08333333333333333,216,72,3,logistic,9,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,216,72,4,logistic,9,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.1111111111111111,-0.027777777777777776,0.08333333333333333,216,72,5,logistic,9,M_npo_s1,control,M_npo_s1:control
0.0,0.16666666666666666,-0.16666666666666666,0.08333333333333333,216,72,6,logistic,9,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.041666666666666664,0.041666666666666664,0.08333333333333333,216,72,7,logistic,9,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.06944444444444445,0.013888888888888881,0.08333333333333333,216,72,8,logistic,9,M_npo_s1,control,M_npo_s1:control
0.18055555555555555,0.0,0.18055555555555555,0.08333333333333333,216,72,9,logistic,9,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.013888888888888888,0.06944444444444445,0.08333333333333333,216,72,10,logistic,9,M_npo_s1,control,M_npo_s1:control
0.05555555555555555,0.0,0.05555555555555555,0.08333333333333333,216,72,11,logistic,9,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,216,72,12,logistic,9,M_npo_s1,control,M_npo_s1:control
0.1527777777777778,0.08333333333333333,0.06944444444444446,0.08333333333333333,216,72,13,logistic,9,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,216,72,14,logistic,9,M_npo_s1,control,M_npo_s1:control
0.09722222222222222,0.05555555555555555,0.04166666666666667,0.08333333333333333,216,72,15,logistic,9,M_npo_s1,control,M_npo_s1:control
0.013888888888888888,0.2222222222222222,-0.20833333333333331,0.08333333333333333,216,72,16,logistic,9,M_npo_s1,control,M_npo_s1:control
0.1388888888888889,0.16666666666666666,-0.027777777777777762,0.08333333333333333,216,72,17,logistic,9,M_npo_s1,control,M_npo_s1:control
0.09722222222222222,0.027777777777777776,0.06944444444444445,0.08333333333333333,216,72,18,logistic,9,M_npo_s1,control,M_npo_s1:control
0.013888888888888888,0.0,0.013888888888888888,0.08333333333333333,216,72,19,logistic,9,M_npo_s1,control,M_npo_s1:control
0.027777777777777776,0.08333333333333333,-0.05555555555555555,0.08333333333333333,216,72,0,logistic,10,M_npo_s1,control,M_npo_s1:control
0.05555555555555555,0.09722222222222222,-0.04166666666666667,0.08333333333333333,216,72,1,logistic,10,M_npo_s1,control,M_npo_s1:control
0.041666666666666664,0.08333333333333333,-0.041666666666666664,0.08333333333333333,216,72,2,logistic,10,M_npo_s1,control,M_npo_s1:control
0.2361111111111111,0.16666666666666666,0.06944444444444445,0.08333333333333333,216,72,3,logistic,10,M_npo_s1,control,M_npo_s1:control
0.2361111111111111,0.0,0.2361111111111111,0.08333333333333333,216,72,4,logistic,10,M_npo_s1,control,M_npo_s1:control
0.16666666666666666,0.06944444444444445,0.09722222222222221,0.08333333333333333,216,72,5,logistic,10,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,216,72,6,logistic,10,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.05555555555555555,0.027777777777777776,0.08333333333333333,216,72,7,logistic,10,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,216,72,8,logistic,10,M_npo_s1,control,M_npo_s1:control
0.2638888888888889,0.0,0.2638888888888889,0.08333333333333333,216,72,9,logistic,10,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,216,72,10,logistic,10,M_npo_s1,control,M_npo_s1:control
0.1388888888888889,0.0,0.1388888888888889,0.08333333333333333,216,72,11,logistic,10,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,216,72,12,logistic,10,M_npo_s1,control,M_npo_s1:control
0.16666666666666666,0.027777777777777776,0.1388888888888889,0.08333333333333333,216,72,13,logistic,10,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,216,72,14,logistic,10,M_npo_s1,control,M_npo_s1:control
0.16666666666666666,0.0,0.16666666666666666,0.08333333333333333,216,72,15,logistic,10,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,216,72,16,logistic,10,M_npo_s1,control,M_npo_s1:control
0.20833333333333334,0.08333333333333333,0.125,0.08333333333333333,216,72,17,logistic,10,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,216,72,18,logistic,10,M_npo_s1,control,M_npo_s1:control
0.1527777777777778,0.0,0.1527777777777778,0.08333333333333333,216,72,19,logistic,10,M_npo_s1,control,M_npo_s1:control
0.0,0.16666666666666666,-0.16666666666666666,0.08333333333333333,216,72,0,logistic,11,M_npo_s1,control,M_npo_s1:control
0.1527777777777778,0.041666666666666664,0.11111111111111113,0.08333333333333333,216,72,1,logistic,11,M_npo_s1,control,M_npo_s1:control
0.0,0.06944444444444445,-0.06944444444444445,0.08333333333333333,216,72,2,logistic,11,M_npo_s1,control,M_npo_s1:control
0.20833333333333334,0.08333333333333333,0.125,0.08333333333333333,216,72,3,logistic,11,M_npo_s1,control,M_npo_s1:control
0.19444444444444445,0.1388888888888889,0.05555555555555555,0.08333333333333333,216,72,4,logistic,11,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,216,72,5,logistic,11,M_npo_s1,control,M_npo_s1:control
0.1111111111111111,0.05555555555555555,0.05555555555555555,0.08333333333333333,216,72,6,logistic,11,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,216,72,7,logistic,11,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,216,72,8,logistic,11,M_npo_s1,control,M_npo_s1:control
0.2361111111111111,0.0,0.2361111111111111,0.08333333333333333,216,72,9,logistic,11,M_npo_s1,control,M_npo_s1:control
0.1527777777777778,0.0,0.1527777777777778,0.08333333333333333,216,72,10,logistic,11,M_npo_s1,control,M_npo_s1:control
0.09722222222222222,0.0,0.09722222222222222,0.08333333333333333,216,72,11,logistic,11,M_npo_s1,control,M_npo_s1:control
0.041666666666666664,0.0,0.041666666666666664,0.08333333333333333,216,72,12,logistic,11,M_npo_s1,control,M_npo_s1:control
0.1388888888888889,0.08333333333333333,0.055555555555555566,0.08333333333333333,216,72,13,logistic,11,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,216,72,14,logistic,11,M_npo_s1,control,M_npo_s1:control
0.041666666666666664,0.05555555555555555,-0.013888888888888888,0.08333333333333333,216,72,15,logistic,11,M_npo_s1,control,M_npo_s1:control
0.1527777777777778,0.09722222222222222,0.055555555555555566,0.08333333333333333,216,72,16,logistic,11,M_npo_s1,control,M_npo_s1:control
0.20833333333333334,0.125,0.08333333333333334,0.08333333333333333,216,72,17,logistic,11,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.1388888888888889,-0.055555555555555566,0.08333333333333333,216,72,18,logistic,11,M_npo_s1,control,M_npo_s1:control
0.08333333333333333,0.027777777777777776,0.05555555555555555,0.08333333333333333,216,72,19,logistic,11,M_npo_s1,control,M_npo_s1:control
0.0,0.013888888888888888,-0.013888888888888888,0.08333333333333333,216,72,0,logistic,0,M_npo_s2,forget,M_npo_s2:forget
0.1527777777777778,0.0,0.1527777777777778,0.08333333333333333,216,72,1,logistic,0,M_npo_s2,forget,M_npo_s2:forget
0.1388888888888889,0.0,0.1388888888888889,0.08333333333333333,216,72,2,logistic,0,M_npo_s2,forget,M_npo_s2:forget
0.1527777777777778,0.08333333333333333,0.06944444444444446,0.08333333333333333,216,72,3,logistic,0,M_npo_s2,forget,M_npo_s2:forget
0.18055555555555555,0.09722222222222222,0.08333333333333333,0.08333333333333333,216,72,4,logistic,0,M_npo_s2,forget,M_npo_s2:forget
0.16666666666666666,0.2361111111111111,-0.06944444444444445,0.08333333333333333,216,72,5,logistic,0,M_npo_s2,forget,M_npo_s2:forget
0.4166666666666667,0.06944444444444445,0.3472222222222222,0.08333333333333333,216,72,6,logistic,0,M_npo_s2,forget,M_npo_s2:forget
0.3472222222222222,0.041666666666666664,0.3055555555555555,0.08333333333333333,216,72,7,logistic,0,M_npo_s2,forget,M_npo_s2:forget
0.18055555555555555,0.09722222222222222,0.08333333333333333,0.08333333333333333,216,72,8,logistic,0,M_npo_s2,forget,M_npo_s2:forget
0.06944444444444445,0.08333333333333333,-0.013888888888888881,0.08333333333333333,216,72,9,logistic,0,M_npo_s2,forget,M_npo_s2:forget
0.20833333333333334,0.027777777777777776,0.18055555555555558,0.08333333333333333,216,72,10,logistic,0,M_npo_s2,forget,M_npo_s2:forget
0.18055555555555555,0.1527777777777778,0.027777777777777762,0.08333333333333333,216,72,11,logistic,0,M_npo_s2,forget,M_npo_s2:forget
0.2222222222222222,0.08333333333333333,0.1388888888888889,0.08333333333333333,216,72,12,logistic,0,M_npo_s2,forget,M_npo_s2:forget
0.4027777777777778,0.05555555555555555,0.3472222222222222,0.08333333333333333,216,72,13,logistic,0,M_npo_s2,forget,M_npo_s2:forget
0.09722222222222222,0.16666666666666666,-0.06944444444444443,0.08333333333333333,216,72,14,logistic,0,M_npo_s2,forget,M_npo_s2:forget
0.09722222222222222,0.0,0.09722222222222222,0.08333333333333333,216,72,15,logistic,0,M_npo_s2,forget,M_npo_s2:forget
0.375,0.05555555555555555,0.3194444444444444,0.08333333333333333,216,72,16,logistic,0,M_npo_s2,forget,M_npo_s2:forget
0.18055555555555555,0.1111111111111111,0.06944444444444445,0.08333333333333333,216,72,17,logistic,0,M_npo_s2,forget,M_npo_s2:forget
0.16666666666666666,0.013888888888888888,0.15277777777777776,0.08333333333333333,216,72,18,logistic,0,M_npo_s2,forget,M_npo_s2:forget
0.2222222222222222,0.08333333333333333,0.1388888888888889,0.08333333333333333,216,72,19,logistic,0,M_npo_s2,forget,M_npo_s2:forget
0.013888888888888888,0.05555555555555555,-0.041666666666666664,0.08333333333333333,216,72,0,logistic,1,M_npo_s2,forget,M_npo_s2:forget
0.18055555555555555,0.013888888888888888,0.16666666666666666,0.08333333333333333,216,72,1,logistic,1,M_npo_s2,forget,M_npo_s2:forget
0.08333333333333333,0.09722222222222222,-0.013888888888888895,0.08333333333333333,216,72,2,logistic,1,M_npo_s2,forget,M_npo_s2:forget
0.1527777777777778,0.08333333333333333,0.06944444444444446,0.08333333333333333,216,72,3,logistic,1,M_npo_s2,forget,M_npo_s2:forget
0.16666666666666666,0.041666666666666664,0.125,0.08333333333333333,216,72,4,logistic,1,M_npo_s2,forget,M_npo_s2:forget
0.08333333333333333,0.09722222222222222,-0.013888888888888895,0.08333333333333333,216,72,5,logistic,1,M_npo_s2,forget,M_npo_s2:forget
0.375,0.08333333333333333,0.2916666666666667,0.08333333333333333,216,72,6,logistic,1,M_npo_s2,forget,M_npo_s2:forget
0.20833333333333334,0.06944444444444445,0.1388888888888889,0.08333333333333333,216,72,7,logistic,1,M_npo_s2,forget,M_npo_s2:forget
0.1388888888888889,0.1388888888888889,0.0,0.08333333333333333,216,72,8,logistic,1,M_npo_s2,forget,M_npo_s2:forget
0.08333333333333333,0.125,-0.04166666666666667,0.08333333333333333,216,72,9,logistic,1,M_npo_s2,forget,M_npo_s2:forget
0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,216,72,10,logistic,1,M_npo_s2,forget,M_npo_s2:forget
0.2361111111111111,0.20833333333333334,0.027777777777777762,0.08333333333333333,216,72,11,logistic,1,M_npo_s2,forget,M_npo_s2:forget
0.09722222222222222,0.09722222222222222,0.0,0.08333333333333333,216,72,12,logistic,1,M_npo_s2,forget,M_npo_s2:forget
0.3333333333333333,0.09722222222222222,0.2361111111111111,0.08333333333333333,216,72,13,logistic,1,M_npo_s2,forget,M_npo_s2:forget
0.125,0.08333333333333333,0.04166666666666667,0.08333333333333333,216,72,14,logistic,1,M_npo_s2,forget,M_npo_s2:forget
0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,216,72,15,logistic,1,M_npo_s2,forget,M_npo_s2:forget
0.2777777777777778,0.013888888888888888,0.2638888888888889,0.08333333333333333,216,72,16,logistic,1,M_npo_s2,forget,M_npo_s2:forget
0.19444444444444445,0.09722222222222222,0.09722222222222222,0.08333333333333333,216,72,17,logistic,1,M_npo_s2,forget,M_npo_s2:forget
0.16666666666666666,0.041666666666666664,0.125,0.08333333333333333,216,72,18,logistic,1,M_npo_s2,forget,M_npo_s2:forget
0.18055555555555555,0.0,0.18055555555555555,0.08333333333333333,216,72,19,logistic,1,M_npo_s2,forget,M_npo_s2:forget
0.013888888888888888,0.027777777777777776,-0.013888888888888888,0.08333333333333333,216,72,0,logistic,2,M_npo_s2,forget,M_npo_s2:forget
0.16666666666666666,0.0,0.16666666666666666,0.08333333333333333,216,72,1,logistic,2,M_npo_s2,forget,M_npo_s2:forget
0.06944444444444445,0.1527777777777778,-0.08333333333333334,0.08333333333333333,216,72,2,logistic,2,M_npo_s2,forget,M_npo_s2:forget
0.125,0.08333333333333333,0.04166666666666667,0.08333333333333333,216,72,3,logistic,2,M_npo_s2,forget,M_npo_s2:forget
0.16666666666666666,0.041666666666666664,0.125,0.08333333333333333,216,72,4,logistic,2,M_npo_s2,forget,M_npo_s2:forget
0.125,0.125,0.0,0.08333333333333333,216,72,5,logistic,2,M_npo_s2,forget,M_npo_s2:forget
0.3333333333333333,0.05555555555555555,0.2777777777777778,0.08333333333333333,216,72,6,logistic,2,M_npo_s2,forget,M_npo_s2:forget
0.125,0.0,0.125,0.08333333333333333,216,72,7,logistic,2,M_npo_s2,forget,M_npo_s2:forget
0.06944444444444445,0.08333333333333333,-0.013888888888888881,0.08333333333333333,216,72,8,logistic,2,M_npo_s2,forget,M_npo_s2:forget
0.125,0.20833333333333334,-0.08333333333333334,0.08333333333333333,216,72,9,logistic,2,M_npo_s2,forget,M_npo_s2:forget
0.16666666666666666,0.1111111111111111,0.05555555555555555,0.08333333333333333,216,72,10,logistic,2,M_npo_s2,forget,M_npo_s2:forget
0.125,0.1388888888888889,-0.013888888888888895,0.08333333333333333,216,72,11,logistic,2,M_npo_s2,forget,M_npo_s2:forget
0.1111111111111111,0.09722222222222222,0.013888888888888881,0.08333333333333333,216,72,12,logistic,2,M_npo_s2,forget,M_npo_s2:forget
0.19444444444444445,0.08333333333333333,0.11111111111111112,0.08333333333333333,216,72,13,logistic,2,M_npo_s2,forget,M_npo_s2:forget
0.041666666666666664,0.1527777777777778,-0.11111111111111113,0.08333333333333333,216,72,14,logistic,2,M_npo_s2,forget,M_npo_s2:forget
0.1388888888888889,0.0,0.1388888888888889,0.08333333333333333,216,72,15,logistic,2,M_npo_s2,forget,M_npo_s2:forget
0.1111111111111111,0.06944444444444445,0.04166666666666666,0.08333333333333333,216,72,16,logistic,2,M_npo_s2,forget,M_npo_s2:forget
0.027777777777777776,0.1111111111111111,-0.08333333333333333,0.08333333333333333,216,72,17,logistic,2,M_npo_s2,forget,M_npo_s2:forget
0.06944444444444445,0.041666666666666664,0.027777777777777783,0.08333333333333333,216,72,18,logistic,2,M_npo_s2,forget,M_npo_s2:forget
0.25,0.0,0.25,0.08333333333333333,216,72,19,logistic,2,M_npo_s2,forget,M_npo_s2:forget
0.027777777777777776,0.06944444444444445,-0.04166666666666667,0.08333333333333333,216,72,0,logistic,3,M_npo_s2,forget,M_npo_s2:forget
0.06944444444444445,0.027777777777777776,0.04166666666666667,0.08333333333333333,216,72,1,logistic,3,M_npo_s2,forget,M_npo_s2:forget
0.027777777777777776,0.2361111111111111,-0.20833333333333331,0.08333333333333333,216,72,2,logistic,3,M_npo_s2,forget,M_npo_s2:forget
0.09722222222222222,0.08333333333333333,0.013888888888888895,0.08333333333333333,216,72,3,logistic,3,M_npo_s2,forget,M_npo_s2:forget
0.06944444444444445,0.05555555555555555,0.013888888888888895,0.08333333333333333,216,72,4,logistic,3,M_npo_s2,forget,M_npo_s2:forget
0.08333333333333333,0.09722222222222222,-0.013888888888888895,0.08333333333333333,216,72,5,logistic,3,M_npo_s2,forget,M_npo_s2:forget
0.1527777777777778,0.1111111111111111,0.041666666666666685,0.08333333333333333,216,72,6,logistic,3,M_npo_s2,forget,M_npo_s2:forget
0.16666666666666666,0.05555555555555555,0.1111111111111111,0.08333333333333333,216,72,7,logistic,3,M_npo_s2,forget,M_npo_s2:forget
0.041666666666666664,0.1111111111111111,-0.06944444444444445,0.08333333333333333,216,72,8,logistic,3,M_npo_s2,forget,M_npo_s2:forget
0.027777777777777776,0.2222222222222222,-0.19444444444444442,0.08333333333333333,216,72,9,logistic,3,M_npo_s2,forget,M_npo_s2:forget
0.18055555555555555,0.1111111111111111,0.06944444444444445,0.08333333333333333,216,72,10,logistic,3,M_npo_s2,forget,M_npo_s2:forget
0.06944444444444445,0.09722222222222222,-0.027777777777777776,0.08333333333333333,216,72,11,logistic,3,M_npo_s2,forget,M_npo_s2:forget
0.125,0.08333333333333333,0.04166666666666667,0.08333333333333333,216,72,12,logistic,3,M_npo_s2,forget,M_npo_s2:forget
0.18055555555555555,0.08333333333333333,0.09722222222222222,0.08333333333333333,216,72,13,logistic,3,M_npo_s2,forget,M_npo_s2:forget
0.013888888888888888,0.1388888888888889,-0.125,0.08333333333333333,216,72,14,logistic,3,M_npo_s2,forget,M_npo_s2:forget
0.013888888888888888,0.0,0.013888888888888888,0.08333333333333333,216,72,15,logistic,3,M_npo_s2,forget,M_npo_s2:forget
0.125,0.1111111111111111,0.013888888888888895,0.08333333333333333,216,72,16,logistic,3,M_npo_s2,forget,M_npo_s2:forget
0.0,0.1388888888888889,-0.1388888888888889,0.08333333333333333,216,72,17,logistic,3,M_npo_s2,forget,M_npo_s2:forget
0.013888888888888888,0.041666666666666664,-0.027777777777777776,0.08333333333333333,216,72,18,logistic,3,M_npo_s2,forget,M_npo_s2:forget
0.1527777777777778,0.027777777777777776,0.125,0.08333333333333333,216,72,19,logistic,3,M_npo_s2,forget,M_npo_s2:forget
0.05555555555555555,0.027777777777777776,0.027777777777777776,0.08333333333333333,216,72,0,logistic,4,M_npo_s2,forget,M_npo_s2:forget
0.1111111111111111,0.05555555555555555,0.05555555555555555,0.08333333333333333,216,72,1,logistic,4,M_npo_s2,forget,M_npo_s2:forget
0.06944444444444445,0.19444444444444445,-0.125,0.08333333333333333,216,72,2,logistic,4,M_npo_s2,forget,M_npo_s2:forget
0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,216,72,3,logistic,4,M_npo_s2,forget,M_npo_s2:forget
